date,symbol,weight
07-01-2014,PPG,-0.0859483
07-01-2014,AGN,-0.1489476
07-01-2014,LMIA,-0.0005035
07-01-2014,PIKE,-0.000846
07-01-2014,RUSH_B,-0.0009413
07-01-2014,SYY,-0.0647589
07-01-2014,VAL,-0.0188208
07-01-2014,JAH,-0.0226504
07-01-2014,PCAR,-0.0659234
07-01-2014,GPOR,-0.0158822
07-01-2014,BTX,-0.0006509
07-01-2014,KMG,-0.0008152
07-01-2014,MNRO,-0.0049638
07-01-2014,WBC,-0.0191909
07-01-2014,ACAD,-0.0066356
07-01-2014,JBHT,-0.0334859
07-01-2014,ADI,-0.0502456
07-01-2014,IGTE,-0.0063364
07-01-2014,MU,-0.1043722
07-01-2014,STRM,-0.0002581
07-01-2014,SHW,-0.0609929
07-01-2014,OMI,-0.0063417
07-01-2014,ALK,-0.0193215
07-01-2014,KLIC,-0.0032327
07-01-2014,UNF,-0.0047686
07-01-2014,ASH,-0.0330011
07-01-2014,VSEC,-0.0011141
07-01-2014,TDW,-0.0082582
07-01-2014,AGCO,-0.0156201
07-01-2014,DWSN,-0.0008997
07-01-2014,PLL,-0.0277045
07-01-2014,ACHN,-0.0021897
07-01-2014,JJSF,-0.0068317
07-01-2014,ADBE,-0.1064619
07-01-2014,HUB_A,-0.0026461
07-01-2014,CLFD,-0.0006677
07-01-2014,BRS,-0.0084833
07-01-2014,MSA,-0.0083598
07-01-2014,KVHI,-0.0007835
07-01-2014,DVAX,-0.0012442
07-01-2014,SAIA,-0.0032087
07-01-2014,DEL,-0.0029903
07-01-2014,CCC,-0.0035192
07-01-2014,FAST,-0.043445
07-01-2014,AFOP,-0.0009956
07-01-2014,SAPE,-0.0089768
07-01-2014,TIBX,-0.0098851
07-01-2014,SIF,-0.0004996
07-01-2014,SNA,-0.0204182
07-01-2014,SM,-0.0166824
07-01-2014,RRC,-0.0433796
07-01-2014,DWA,-0.0034951
07-01-2014,VLGE_A,-0.000892
07-01-2014,PKI,-0.0156874
07-01-2014,KS,-0.0093962
07-01-2015,MANH,0
07-01-2015,UQM,-0.0002472
07-01-2015,CKP,0
07-01-2015,ACM,0
07-01-2015,CKH,0
07-01-2015,GUID,0
07-01-2015,X,0
07-01-2015,VLO,0
07-01-2015,JVA,0
07-01-2015,PLUS,0
07-01-2015,MNTA,0
07-01-2015,TGE,0
07-01-2015,FNSR,0
07-01-2015,DMND,0
07-01-2015,SD,0
07-01-2015,KBAL,0
07-01-2015,NATH,0
07-01-2015,VSCP,0
07-01-2015,FICO,0
07-01-2015,CPLA,0
07-01-2015,ANIP,0
07-01-2015,BRID,0
07-01-2015,CDNS,0
07-01-2015,SSNC,0
07-01-2015,IMMU,0
07-01-2015,MFLX,0
07-01-2015,CLD,0
07-01-2015,FCEL,0
07-01-2015,ELX,0
07-01-2015,CTCM,0
07-01-2015,AEPI,0
07-01-2015,TG,0
07-01-2015,AVAV,0
07-01-2015,ENS,0
07-01-2015,PRGS,0
07-01-2015,USAK,0
07-01-2015,CSCO,0
07-01-2015,TWX,0
07-01-2015,BAGL,0
07-01-2015,ARTX,0
07-01-2015,T,0
07-01-2015,WYY,0
07-01-2015,GSB,0
07-01-2015,SONC,0
07-01-2015,STAA,0
07-01-2015,VRNT,0
07-01-2015,PPC,0
07-01-2015,CLW,0
07-01-2015,LXK,0
07-01-2015,DIT,0
07-01-2015,PAR,0
07-01-2015,CNVR,0
07-01-2015,ATEC,0
07-01-2015,HNH,0
07-01-2015,SIGM,0
07-01-2015,BRK_A,0
07-01-2015,ROC,0
07-01-2015,RLOC,0
07-01-2015,LVS,0
07-01-2015,AEO,0
07-01-2015,KEYW,0
07-01-2015,PHMD,0
07-01-2015,WTI,0
07-01-2015,MOV,0
07-01-2015,BC,0
07-01-2015,BIG,-0.0165651
07-01-2015,DD,0
07-01-2015,OCRX,0
07-01-2015,NAUH,0
07-01-2015,TRK,0
07-01-2015,UEC,0
07-01-2015,MSFT,0
07-01-2015,UAL,0
07-01-2015,AMWD,0
07-01-2015,DHI,0
07-01-2015,NPO,0
07-01-2015,HSII,0
07-01-2015,CRAY,0
07-01-2015,VGR,0
07-01-2015,GLT,0
07-01-2015,CVS,0
07-01-2015,WLB,0
07-01-2015,APH,0
07-01-2015,MOG_B,0
07-01-2015,UFPT,0
07-01-2015,CREE,0
07-01-2015,BIO,0
07-01-2015,CCOI,0
07-01-2015,KMT,0
07-01-2015,OSIS,0
07-01-2015,TAP,0
07-01-2015,ICUI,0
07-01-2015,GPI,0
07-01-2015,FLS,0
07-01-2015,WAT,0
07-01-2015,CEB,0
07-01-2015,AYI,0
07-01-2015,EEP,0
07-01-2015,CHDN,0
07-01-2015,VMC,0
07-01-2015,PPG,0
07-01-2015,AGN,0
07-01-2015,LMIA,0
07-01-2015,PIKE,0
07-01-2015,RUSH_B,0
07-01-2015,SYY,0
07-01-2015,VAL,0
07-01-2015,JAH,0
07-01-2015,PCAR,0
07-01-2015,GPOR,0
07-01-2015,BTX,0
07-01-2015,KMG,0
07-01-2015,MNRO,0
07-01-2015,WBC,0
07-01-2015,ACAD,0
07-01-2015,JBHT,0
07-01-2015,ADI,0
07-01-2015,IGTE,0
07-01-2015,MU,0
07-01-2015,STRM,0
07-01-2015,SHW,0
07-01-2015,OMI,0
07-01-2015,ALK,0
07-01-2015,KLIC,0
07-01-2015,UNF,0
07-01-2015,ASH,0
07-01-2015,VSEC,0
07-01-2015,TDW,0
07-01-2015,AGCO,0
07-01-2015,DWSN,0
07-01-2015,PLL,0
07-01-2015,ACHN,0
07-01-2015,JJSF,0
07-01-2015,ADBE,0
07-01-2015,HUB_A,0
07-01-2015,CLFD,0
07-01-2015,BRS,0
07-01-2015,MSA,0
07-01-2015,KVHI,0
07-01-2015,DVAX,0
07-01-2015,SAIA,0
07-01-2015,DEL,0
07-01-2015,CCC,0
07-01-2015,FAST,0
07-01-2015,AFOP,0
07-01-2015,SAPE,0
07-01-2015,TIBX,0
07-01-2015,SIF,0
07-01-2015,SNA,0
07-01-2015,SM,0
07-01-2015,RRC,0
07-01-2015,DWA,0
07-01-2015,VLGE_A,0
07-01-2015,PKI,0
07-01-2015,KS,0
07-01-2015,BKS,-0.0118053
07-01-2015,MPAA,-0.0038801
07-01-2015,CRUS,-0.0153355
07-01-2015,TIK,-0.0001179
07-01-2015,ELRC,-0.0018581
07-01-2015,DXLG,-0.0018044
07-01-2015,CIDM,-0.0003727
07-01-2015,SEAC,-0.0016571
07-01-2015,GIS,0.2630543
07-01-2015,JW_B,0.0040703
07-01-2015,PERF,0.0006962
07-01-2015,ROST,0.1583682
07-01-2015,OA,0.0344904
07-01-2015,TTWO,0.0156807
07-01-2015,NKE,0.4744816
07-01-2015,ABCO,0.0184213
07-01-2015,CONN,0.0114481
07-01-2015,JW_A,0.0212634
07-01-2015,RPM,0.0516688
