date,symbol,weight
07/2006,RADN,0.0003008
07/2006,NPTH,0.0002034
07/2006,ASTM,0.0004558
07/2006,MARSA,0.0001293
07/2006,INTN,0.000235
07/2006,PTIE,0.0010583
07/2006,TGT,0.0612205
07/2006,ZGEN,0.0018451
07/2006,HRLY,0.0004712
07/2006,OCR,0.0083349
07/2006,BZH,0.0053213
07/2006,MOT,0.072211
07/2006,NKTR,0.0023936
07/2006,HON,0.0957313
07/2006,PRST,0.0004809
07/2006,COP,0.310345
07/2006,CHUX,0.0011264
07/2006,WMAR,0.0008282
07/2006,LAWS,0.0010177
07/2006,PSTA,0.0002918
07/2006,STS,0.0001103
07/2006,BDG,0.0004847
07/2006,RSTO,0.0003939
07/2006,CMOS,0.0010044
07/2006,XLTC,0.0005238
07/2006,XMSR,0.011273
07/2006,BELM,0.0002381
07/2006,ABTL,0.0002169
07/2006,SBSA,0.0002986
07/2006,AMWD,0.0016043
07/2006,BCGI,6.32e-05
07/2006,HYSL,0.0023347
07/2006,RYL,0.0028827
07/2006,NLS,0.0014785
07/2006,TECUB,0.0001169
07/2006,AVTR,0.0013393
07/2006,TKR,0.0089945
07/2006,GR,0.0072433
07/2006,CSC,0.0261819
07/2006,MSN,0.0002468
07/2006,MOD,0.0011162
07/2006,SUP,0.0013964
07/2006,TAP,0.0161228
07/2006,DOCC,0.0002438
07/2006,AA,0.0807847
07/2006,HNZ,0.0198774
07/2006,KEI,0.0002656
07/2006,NAPS,0.0003961
07/2006,XRM,0.0005976
07/2006,IRN,0.0003141
07/2006,POTP,0.0002331
07/2006,CTS,0.0007753
07/2006,HRB,0.0111447
07/2006,BMY,0.1451658
07/2006,PFE,0.2495187
07/2006,SSP,0.0079472
07/2006,MCD,0.060747
07/2006,HSC,0.009384
07/2006,STEL,0.0008129
07/2006,JBSS,0.0001559
07/2006,VEGF,3.79e-05
07/2006,MCHX,0.0006544
07/2006,ARM,0.0017584
07/2006,WWVY,0.0002994
07/2006,RNWK,0.0049143
07/2006,LLTC,0.0147275
07/2006,VTS,0.005301
07/2007,PTEN,-0.02355
07/2007,MLM,-0.0394749
07/2007,JCP,-0.0916405
07/2007,KVHI,-0.000754
07/2007,IMKTA,-0.0024313
07/2007,PSAI,-0.0006907
07/2007,ATK,-0.0190278
07/2007,IWOV,-0.0036389
07/2007,GNCMA,-0.0036283
07/2007,PHX,-0.0013616
07/2007,VITA,-0.0010547
07/2007,FSYS,-0.0014679
07/2007,NTI,-0.000204
07/2007,WSO,-0.0075622
07/2007,HWKN,-0.0009019
07/2007,SCSC,-0.0047282
07/2007,SMXC,-0.0002415
07/2007,FCS,-0.0136651
07/2007,TQNT,-0.0040693
07/2007,DYAX,-0.0011559
07/2007,EMAG,-0.0010999
07/2007,BBBY,-0.0558246
07/2007,CASM,-0.0004801
07/2007,TACT,-0.0003242
07/2007,IDEV,-0.0029153
07/2007,BYD,-0.0245637
07/2007,ICO,-0.0052267
07/2007,GSIC,-0.0060345
07/2007,OMG,-0.0090178
07/2007,IHR,-0.0009443
07/2007,NPSP,-0.0010976
07/2007,LUFK,-0.0057168
07/2007,SBUX,-0.1117933
07/2007,MCK,-0.1012388
07/2007,FDS,-0.0190851
07/2007,MSM,-0.0147617
07/2007,PCOP,-0.0009374
07/2007,PSSI,-0.0070125
07/2007,SPLS,-0.0970195
07/2007,ELSE,-0.0001178
07/2007,GPI,-0.0055987
07/2007,LGN,-0.0021194
07/2007,BKI,-0.0033601
07/2007,XTXI,-0.007552
07/2007,PXLW,-0.0004112
07/2007,CHRK,-0.0005481
07/2007,INMD,-0.0005246
07/2007,HPC,-0.0130963
07/2007,WIND,-0.0053875
07/2007,HEB,-0.0005456
07/2007,INXI,-0.0003585
07/2007,ACTU,-0.0023508
07/2007,FEIC,-0.006714
07/2007,CERN,-0.0251883
07/2007,HLS,-0.008151
07/2007,PSYS,-0.0112604
07/2007,RSC,-0.0012024
07/2007,WRLS,-0.0004888
07/2007,MRGE,-0.0012027
07/2007,MEE,-0.0123547
07/2007,ECL,-0.0602546
07/2007,ALTR,-0.0438099
07/2007,SCVL,-0.002046
07/2007,GETI,-0.0021353
07/2007,DLTR,-0.0244817
07/2007,CECE,-0.0009597
07/2007,AMSWA,-0.0013177
07/2007,IKN,-0.0111701
07/2007,BID,-0.0173845
07/2007,SLAB,-0.0109039
07/2007,RDEN,-0.0039677
07/2007,QLTY,-0.0012314
07/2007,JNPR,-0.0730698
07/2007,NWY,-0.0036553
07/2007,NOIZ,0.0001757
07/2007,CPE,0.0010528
07/2007,WSC,0.0098148
07/2007,CBRL,0.0037203
07/2007,LBY,0.0011118
07/2007,AMN,0.0029438
07/2007,CENT,0.0009785
07/2007,ICTG,0.0010568
07/2007,KTII,0.0009701
07/2007,GAIA,0.001257
07/2007,BFLY,0.0004594
07/2007,LYTS,0.0013775
07/2007,DOV,0.0374369
07/2007,SIMG,0.0026186
07/2007,SHW,0.0313889
07/2007,ESCA,0.0004339
07/2007,TKR,0.0122688
07/2007,XRM,0.001185
07/2007,ZIGO,0.0009334
07/2007,TEK,0.0095359
07/2007,CPB,0.0538387
07/2007,CRXX,0.0006423
07/2007,OMX,0.010602
07/2007,GKSR,0.0030119
07/2007,AA,0.1261828
07/2007,TR,0.0036141
07/2007,RTSX,0.0022174
07/2007,COP,0.4593777
07/2007,NUHC,0.0008748
07/2007,CUO,0.0001671
07/2007,IDSY,0.0005199
07/2007,AVNR,0.0003682
07/2007,OXY,0.1727984
07/2007,AMR,0.0226986
07/2007,SUP,0.0020732
07/2007,BUD,0.1418984
07/2007,CQB,0.002882
07/2007,LLTC,0.02975
07/2007,CSC,0.0368492
07/2007,AVCT,0.0052441
07/2007,SNSTA,0.0004171
07/2007,LENB,0.0039348
07/2007,PSTA,0.0002648
07/2007,HON,0.1571207
07/2007,SLI,0.0003524
07/2007,FUL,0.0064918
07/2007,PTIX,0.0002051
07/2007,KO,0.4326276
07/2007,PTC,0.0004386
07/2007,CMC,0.0144157
07/2007,ANET,0.0018082
07/2007,USG,0.0173706
07/2007,BLTI,0.0005191
07/2007,LAWS,0.0011808
07/2007,OVRL,0.0001187
07/2007,NADX,0.0003721
07/2007,CHUX,0.0017254
07/2007,HNI,0.0070354
07/2007,OCR,0.0156918
07/2007,COHU,0.0018239
07/2007,ADAT,0.0001898
07/2007,NCS,0.0035357
07/2007,POS,0.0053027
07/2007,COBR,0.0002257
07/2007,ANST,0.0025336
07/2007,SY,0.0078117
07/2007,VSEA,0.0110981
07/2007,GIS,0.0724494
07/2007,UCO,0.0078461
07/2007,EZEM,0.0006293
07/2007,MRM,0.0001027
07/2007,SPEC,0.0008101
07/2007,HPOL,0.0010121
07/2007,PCAR,0.0774707
07/2008,RMCF,-0.0004537
07/2008,CVD,-0.0425654
07/2008,ICUI,-0.0025735
07/2008,IDTC,-0.0001728
07/2008,OPNT,-0.0014476
07/2008,UCTT,-0.00136
07/2008,MEE,-0.0594582
07/2008,ASGN,-0.0022385
07/2008,HANS,-0.0209116
07/2008,LFUS,-0.0053825
07/2008,PRCP,-0.0006091
07/2008,WWVY,-0.0004449
07/2008,DRAM,-0.0001815
07/2008,BKE,-0.0110258
07/2008,CHCI,-4.31e-05
07/2008,ISTA,-0.000533
07/2008,LGND,-0.0019224
07/2008,HWK,-0.0013117
07/2008,SENEA,-0.0007929
07/2008,ECL,-0.0836371
07/2008,NPSP,-0.0016539
07/2008,SCKT,-0.0001754
07/2008,CRV,-0.0001067
07/2008,SOLD,-0.0005254
07/2008,OI,-0.0547148
07/2008,MCHP,-0.0443455
07/2008,HTCO,-0.0008678
07/2008,MCRL,-0.0050912
07/2008,SVR,-0.0087119
07/2008,WAT,-0.0508245
07/2008,USHS,-0.0002347
07/2008,HSIC,-0.0364382
07/2008,EK,-0.0327373
07/2008,JOSB,-0.0038289
07/2008,IMA,-0.0203052
07/2008,IXYS,-0.0029584
07/2008,RLH,-0.0011436
07/2008,KSS,-0.0966724
07/2008,CLF,-0.0849027
07/2008,ABD,-0.0047878
07/2008,KOPN,-0.0015302
07/2008,MCRI,-0.0014975
07/2008,IDT,-0.0006827
07/2008,PWR,-0.0449467
07/2008,HITK,-0.0008974
07/2008,TYL,-0.0040603
07/2008,ACY,-0.0001325
07/2008,SJM,-0.0175203
07/2008,KVHI,-0.0009417
07/2008,EOG,-0.2564393
07/2008,IT,-0.0154235
07/2008,SPRO,-0.0001344
07/2008,ARQL,-0.0011265
07/2008,AVCA,-0.0004812
07/2008,CLDN,-0.00172
07/2008,ORCD,-0.0003108
07/2008,USPH,-0.0015357
07/2008,UEIC,-0.0022863
07/2008,SPAN,-0.0002451
07/2008,JCP,-0.0634273
07/2008,SIX,-0.0008838
07/2008,RMTI,-0.0007637
07/2008,WIND,-0.0065983
07/2008,CPRX,-0.0003456
07/2008,CPTS,-0.0044177
07/2008,CLRT,-0.0011419
07/2008,ATK,-0.0263646
07/2008,PCCC,-0.0019683
07/2008,ZHNE,-0.0009234
07/2008,GEFB,-0.0101192
07/2008,GEF,-0.0120752
07/2008,ADSK,-0.0596011
07/2008,WYNN,-0.0691498
07/2008,WMAR,-0.0007107
07/2008,INSU,-0.0033498
07/2008,CXR,-0.0026719
07/2008,LXK,-0.0250518
07/2008,EXPO,-0.0035636
07/2008,FIS,-0.056689
07/2008,MHK,0.0221335
07/2008,XTO,0.3618172
07/2008,FLWS,0.0017771
07/2008,ARTL,0.0013857
07/2008,FACE,0.0013629
07/2008,ZLC,0.0069025
07/2008,EPIC,0.0042569
07/2008,RELV,0.0004325
07/2008,WDFC,0.0049729
07/2008,SNSTA,0.0009713
07/2008,OSUR,0.0008845
07/2008,BRC,0.0179649
07/2008,CYBE,0.0008326
07/2008,TSCM,0.0020521
07/2008,AVT,0.0424261
07/2008,PLXT,0.0022091
07/2008,CW,0.0207008
07/2008,ZIGO,0.0017118
07/2008,TOL,0.0307417
07/2008,UG,0.0005958
07/2008,ETH,0.0035623
07/2008,BBW,0.0014755
07/2008,CRS,0.0215749
07/2008,ADM,0.2247313
07/2008,PRSC,0.0012941
07/2008,CHTP,0.0015143
07/2008,CBK,0.0012155
07/2008,EYE,0.0117861
07/2008,KMT,0.0258575
07/2008,PENX,0.000837
07/2008,LOW,0.3140846
07/2008,COHU,0.0035007
07/2008,LEG,0.0288443
07/2008,OXY,0.3722971
07/2008,JWA,0.02282
07/2008,DYNT,9.9e-05
07/2008,JWB,0.0045156
07/2008,MOLX,0.024851
07/2008,TRW,0.019293
07/2008,KFRC,0.003443
07/2008,OMC,0.1486502
07/2008,KEI,0.0013394
07/2008,PRST,0.0018774
07/2008,GNLB,0.0002846
07/2008,ASCA,0.0081768
07/2008,BOBE,0.0091333
07/2008,ZRAN,0.0062721
07/2008,LCAV,0.0009141
07/2008,ROCK,0.0049449
07/2008,MYE,0.0029671
07/2008,CCRN,0.00457
07/2008,COHR,0.007318
07/2008,ALEX,0.0194769
07/2008,OCLS,0.0003968
07/2008,ETM,0.0022899
07/2008,OPLK,0.0020579
07/2008,ENZ,0.0043167
07/2008,MSA,0.0147725
07/2008,OCR,0.0329808
07/2008,LCUT,0.0010086
07/2008,BZH,0.0022598
07/2008,TR,0.0045232
07/2008,NEON,0.0001085
07/2008,DE,0.3214383
07/2008,PLL,0.0240119
07/2008,NTG,0.0112743
07/2008,SONS,0.0095913
07/2008,RHI,0.0393657
07/2008,ASHW,0.000531
07/2008,FO,0.0484192
07/2008,TWIN,0.0024176
07/2008,AMAC,0.0005623
07/2008,HSII,0.004706
07/2008,FOE,0.0084795
07/2008,SINT,0.002839
07/2008,CDE,0.0165198
07/2008,BTUI,0.0011475
07/2008,BORL,0.0010296
07/2008,CLDA,0.0031195
07/2009,JOEZ,-0.0001731
07/2009,SMMX,-0.0008776
07/2009,LGND,-0.0014008
07/2009,MEG,-0.000205
07/2009,ZBB,-5.56e-05
07/2009,OME,-0.0003313
07/2009,LAVA,-0.000303
07/2009,WSO,-0.0052578
07/2009,THMD,-0.000207
07/2009,SEAC,-0.0010781
07/2009,KMR,-0.0157398
07/2009,XPL,-0.0002465
07/2009,SALM,-7.58e-05
07/2009,PXP,-0.0145545
07/2009,AEPI,-0.0007801
07/2009,AKAM,-0.0144181
07/2009,RDIB,-4.56e-05
07/2009,CNQR,-0.0065907
07/2009,GGC,-9.66e-05
07/2009,BRID,-0.0003474
07/2009,FCEL,-0.0014066
07/2009,RUSHB,-0.0004618
07/2009,BZ,-0.0006336
07/2009,PCCC,-0.0006151
07/2009,DIT,-0.0001018
07/2009,ACI,-0.0096775
07/2009,MCCC,-0.0009014
07/2009,AIRM,-0.001469
07/2009,FEIC,-0.0037326
07/2009,CALM,-0.0023279
07/2009,BRKR,-0.0066253
07/2009,NEOG,-0.0018622
07/2009,ZMH,-0.0399544
07/2009,PRSC,-0.0006142
07/2009,CVM,-0.0002282
07/2009,UEIC,-0.0012007
07/2009,CTXS,-0.0254525
07/2009,ONT,-0.0003214
07/2009,MVIS,-0.0010195
07/2009,PPO,-0.0021518
07/2009,HTCO,-0.0004372
07/2009,SYPR,-0.0001036
07/2009,RVP,-9.34e-05
07/2009,MRM,-0.000109
07/2009,AXAS,-0.0002063
07/2009,LUK,-0.0219327
07/2009,RMIX,-0.0003223
07/2009,SPN,-0.0058847
07/2009,ECL,-0.040205
07/2009,SGA,-8.23e-05
07/2009,DECK,-0.0040243
07/2009,APH,-0.0236313
07/2009,HUGH,-0.0021503
07/2009,COH,-0.0372228
07/2009,SLGN,-0.0081543
07/2009,EMS,-0.0016117
07/2009,HA,-0.0013497
07/2009,OYOG,-0.0006673
07/2009,DLTR,-0.0165023
07/2009,MSHL,-0.0001666
07/2009,INT,-0.0052977
07/2009,TER,-0.005178
07/2009,TSTF,-3.58e-05
07/2009,UTMD,-0.00042
07/2009,BIG,-0.0075696
07/2009,TORM,-1.53e-05
07/2009,FMC,-0.0149888
07/2009,ACTU,-0.0009355
07/2009,MBLX,-0.0008244
07/2009,CAM,-0.029161
07/2009,BABY,-0.0014252
07/2009,DORM,-0.0010634
07/2009,DO,-0.050336
07/2009,NYNY,-0.0002686
07/2009,MGRM,-0.000456
07/2009,GLBL,0.0021479
07/2009,KLAC,0.0143587
07/2009,WDFC,0.0013569
07/2009,GEOI,0.0004697
07/2009,PMTI,0.0007544
07/2009,INMD,0.0001806
07/2009,DRCO,0.000277
07/2009,MTOX,0.0002285
07/2009,ARSD,0.0002225
07/2009,ZRBA,1.41e-05
07/2009,FOE,0.0003502
07/2009,FRX,0.0252348
07/2009,KO,0.3701683
07/2009,AIQ,0.0010735
07/2009,PEIX,6.37e-05
07/2009,GLW,0.0707514
07/2009,KDN,0.0030671
07/2009,IFF,0.0073
07/2009,ARP,0.0010682
07/2009,COP,0.1766691
07/2009,MEI,0.0008833
07/2009,SMSI,0.0009005
07/2009,AA,0.0285336
07/2009,STZ,0.0070832
07/2009,RRC,0.0216
07/2009,WPO,0.0080957
07/2009,HNZ,0.0318929
07/2009,TJX,0.0368845
07/2009,ID,0.0019435
07/2009,TWB,0.0005525
07/2009,HOV,0.000419
07/2009,SNSTA,0.0001091
07/2009,PFE,0.2869716
07/2009,NWPX,0.0010698
07/2009,CMGB,0.0034139
07/2009,SWSI,0.0004015
07/2009,TSO,0.0049935
07/2009,KR,0.0404908
07/2009,DDMX,0.0004987
07/2009,CLC,0.0042151
07/2009,HBE,0.0001204
07/2009,CCO,0.0006112
07/2009,MOLXA,0.0031669
07/2009,BKR,0.0010639
07/2009,DCI,0.0089074
07/2009,FRD,0.0001047
07/2009,OMI,0.0051744
07/2009,AIT,0.00236
07/2009,MFE,0.0185848
07/2009,HL,0.0017901
07/2009,ACET,0.0004684
07/2009,VM,0.0007411
07/2009,HRB,0.0163225
07/2009,MINI,0.0014753
07/2009,JEC,0.0147318
07/2009,ICAD,0.0001678
07/2009,AVCT,0.0017571
07/2009,ATSI,0.0006708
07/2009,SONO,0.0009812
07/2009,ACO,0.0018716
07/2009,PETD,0.000778
07/2009,IGT,0.0133568
07/2009,APD,0.0384242
07/2009,TSCM,0.0001814
07/2009,ESIC,0.0001338
07/2009,OESX,0.0002308
07/2009,ROCM,0.0005378
07/2009,RHI,0.0120262
07/2009,KMB,0.0615701
07/2009,WMS,0.004367
07/2009,BWS,0.0010348
07/2009,KG,0.0067701
07/2009,HON,0.0662199
07/2009,SONC,0.0017201
07/2009,SPAR,0.0012423
07/2010,TRLG,-0.0053416
07/2010,NKTR,-0.0108182
07/2010,CFS,-0.0001866
07/2010,BELFB,-0.0014943
07/2010,AFFX,-0.0039654
07/2010,LLTC,-0.059229
07/2010,TDY,-0.0132742
07/2010,GRA,-0.0145258
07/2010,TRNS,-0.0005193
07/2010,ANGN,-0.0001552
07/2010,BHI,-0.1694033
07/2010,SGI,-0.0020487
07/2010,XLNX,-0.0657048
07/2010,ILMN,-0.0503557
07/2010,RELL,-0.0012544
07/2010,MANH,-0.0058008
07/2010,III,-0.0006076
07/2010,SYNT,-0.0133596
07/2010,MBLX,-0.0036524
07/2010,CMT,-0.0003623
07/2010,SNHY,-0.0037776
07/2010,NVLS,-0.0221396
07/2010,TRGL,-0.0013029
07/2010,SBAC,-0.0370165
07/2010,WWVY,-0.0007231
07/2010,PGNX,-0.0016907
07/2010,TTEC,-0.0073674
07/2010,ALJ,-0.0032724
07/2010,GTN,-0.0011761
07/2010,HOV,-0.0022048
07/2010,LCAV,-0.0009841
07/2010,DNB,-0.0321237
07/2010,ZIGO,-0.0013465
07/2010,BFLY,-0.0004674
07/2010,MFLX,-0.0059809
07/2010,NURO,-0.0002502
07/2010,TER,-0.0166914
07/2010,WWE,-0.003812
07/2010,SPN,-0.0139295
07/2010,JAKK,-0.0038122
07/2010,PAG,-0.009942
07/2010,MTD,-0.035673
07/2010,NNBR,-0.0007846
07/2010,HIBB,-0.0065683
07/2010,GGC,-0.0042727
07/2010,CTSH,-0.1430242
07/2010,BKD,-0.0170066
07/2010,AMSG,-0.0052331
07/2010,NAII,-0.0004288
07/2010,SPEX,-0.0002199
07/2010,FFIV,-0.052088
07/2010,UXG,-0.0055301
07/2010,SCCO,-0.2142683
07/2010,ETH,-0.0038686
07/2010,WTT,-0.0001755
07/2010,ABFS,-0.0049658
07/2010,LNCE,-0.0050762
07/2010,SLGN,-0.0206691
07/2010,PEGA,-0.0113189
07/2010,IM,-0.0238626
07/2010,MEI,-0.0034444
07/2010,BIG,-0.0247381
07/2010,CLUB,-0.0004947
07/2010,GIII,-0.0041524
07/2010,OSIS,-0.0048337
07/2010,CGNX,-0.0066243
07/2010,DTV,-0.2831348
07/2010,BPAX,-0.0011836
07/2010,HEIA,-0.0050696
07/2010,CBK,0.0012
07/2010,ACO,0.0039363
07/2010,BGG,0.0046104
07/2010,RIMG,0.0008181
07/2010,STRL,0.0011305
07/2010,VLGEA,0.0011757
07/2010,TGT,0.1959479
07/2010,CRN,0.0021718
07/2010,TUC,0.0008313
07/2010,K,0.1036061
07/2010,NLCI,0.0003368
07/2010,RAH,0.0162776
07/2010,CMTL,0.0054091
07/2010,OSK,0.0151357
07/2010,ASH,0.0197186
07/2010,BBY,0.0769636
07/2010,WDFC,0.0030092
07/2010,RPM,0.0125145
07/2010,WSOB,0.0013068
07/2010,VIVO,0.0037378
07/2010,VCI,0.0085525
07/2010,BCR,0.0398953
07/2010,MVIS,0.0014229
07/2010,PFE,0.6224001
07/2010,LIA,0.0069516
07/2010,SKYW,0.0036987
07/2010,SONO,0.0020951
07/2010,NSSC,0.0001886
07/2010,ARTW,0.0001124
07/2010,TBL,0.0037322
07/2010,USU,0.0029398
07/2010,OMI,0.0096896
07/2010,DHR,0.130417
07/2010,DRCO,0.000548
07/2010,ICAD,0.0004737
07/2010,FOE,0.0034348
07/2010,INCY,0.0073059
07/2010,EDUC,0.0001155
07/2010,CAH,0.0658488
07/2010,EMR,0.1780573
07/2010,CPIX,0.0007073
07/2010,BFA,0.0178232
07/2010,OII,0.0133972
07/2010,WLB,0.0004675
07/2010,MCRS,0.0138034
07/2010,MINI,0.0032078
07/2010,CKP,0.0037086
07/2010,UUU,7.69e-05
07/2010,SYNO,0.0009343
07/2010,KDN,0.005947
07/2010,TRN,0.0076007
07/2010,IGT,0.0253248
07/2010,MDCI,0.0010605
07/2010,EMC,0.2035523
07/2010,UTX,0.3277293
07/2010,GRC,0.0022651
07/2010,TEX,0.0110226
07/2010,COO,0.0100277
07/2010,GPRO,0.0119639
07/2010,CRRC,0.0007929
07/2010,STZB,0.0020166
07/2010,OMC,0.0569708
07/2010,SURW,0.0004793
07/2010,BIO,0.0105222
07/2010,ATVI,0.0694742
07/2010,FFNW,0.000403
07/2010,PRLS,0.0002332
07/2010,RRC,0.034635
07/2010,NBL,0.0570065
07/2010,X,0.0299095
07/2011,TUES,0.0014349
07/2011,BDSI,0.0006823
07/2011,SMIT,7.04e-05
07/2011,ZIXI,0.0017561
07/2011,CPWR,0.0152454
07/2011,TRGL,0.0006714
07/2011,WCC,0.0166562
07/2011,UDRL,0.0017052
07/2011,HGG,0.0038041
07/2011,SQNM,0.0053479
07/2011,CTGX,0.0017372
07/2011,BLIN,8.35e-05
07/2011,LRCX,0.0391017
07/2011,HTCO,0.0011355
07/2011,CVU,0.0006636
07/2011,FLOW,0.0012066
07/2011,KNL,0.0068609
07/2011,OYOG,0.0045339
07/2011,SUPG,0.0012867
07/2011,DLA,0.001023
07/2011,HALO,0.0051159
07/2011,FIRE,0.0060899
07/2011,ACOM,0.0133642
07/2011,AGX,0.0009856
07/2011,SHLD,0.0549825
07/2011,KFY,0.0073983
07/2011,ETRM,0.0005403
07/2011,PSDV,0.0006346
07/2011,FTEK,0.0011529
07/2011,VOXX,0.0011252
07/2011,BIOF,0.0003087
07/2011,QLGC,0.0118927
07/2011,CTRN,0.0016134
07/2011,EXAR,0.0020169
07/2011,LTXC,0.0031639
07/2011,WTW,0.039385
07/2011,MMS,0.0102578
07/2011,OBCI,0.0002035
07/2011,NNBR,0.0018118
07/2011,CMT,0.0004585
07/2011,OPTT,0.0002654
07/2011,GWR,0.0166641
07/2011,CPHD,0.0155095
07/2011,KCP,0.0009156
07/2011,CIDM,0.000396
07/2011,UTMD,0.0006821
07/2011,NUS,0.0164995
07/2011,JAKK,0.0035781
07/2011,RBCN,0.0027758
07/2011,EPAY,0.0057816
07/2011,USG,0.0105743
07/2011,MEI,0.0030689
07/2011,XOM,2.864594
07/2011,GPI,0.0070687
07/2011,RMCF,0.00043
07/2011,MOD,0.005113
07/2011,PRMW,0.0024313
07/2011,OME,0.0019088
07/2011,RTK,0.001688
07/2011,GGC,0.0058594
07/2011,ECL,0.0934642
07/2011,CECE,0.0006925
07/2011,LLNW,0.0037114
07/2011,TFCO,0.0001253
07/2011,ATX,0.0008933
07/2011,CIEN,0.0125666
07/2011,SBAC,0.0304137
07/2011,SOHU,0.0197819
07/2011,NUVA,0.0093667
07/2011,DISH,0.0454921
07/2011,CVO,0.0028714
07/2011,HAL,-0.1391243
07/2011,RRC,-0.0265798
07/2011,HLIT,-0.0024743
07/2011,JWN,-0.0304949
07/2011,HWAY,-0.0015253
07/2011,ATW,-0.0085229
07/2011,COP,-0.3168571
07/2011,ASH,-0.0152459
07/2011,EBF,-0.0013515
07/2011,OMI,-0.0065546
07/2011,PVA,-0.0017987
07/2011,DELL,-0.093789
07/2011,ESE,-0.0029189
07/2011,GLT,-0.002111
07/2011,TIE,-0.0098406
07/2011,HON,-0.1398164
07/2011,AGN,-0.075645
07/2011,GPRO,-0.009933
07/2011,MXWL,-0.0013493
07/2011,TNC,-0.0022788
07/2011,MERU,-0.0006263
07/2011,WSOB,-0.0009008
07/2011,BOLT,-0.0003186
07/2011,ITRI,-0.0058431
07/2011,AFAM,-0.0007652
07/2011,FSTR,-0.0009261
07/2011,SENEB,-0.0001564
07/2011,SKYW,-0.0023366
07/2011,KDN,-0.0036271
07/2011,MTOX,-0.0004645
07/2011,OXY,-0.2521329
07/2011,SURG,-0.0004101
07/2011,WPO,-0.0083709
07/2011,RMTI,-0.0006915
07/2011,UNF,-0.0025064
07/2011,SYNO,-0.0005952
07/2011,ESIC,-0.0007886
07/2011,VSEA,-0.0141305
07/2011,TNS,-0.0012603
07/2011,REX,-0.0004718
07/2011,CLX,-0.0268082
07/2011,AA,-0.0501951
07/2011,LWAY,-0.0005477
07/2011,ADBE,-0.0463059
07/2011,UUU,-4.88e-05
07/2011,GWW,-0.0317314
07/2011,KAMN,-0.0027779
07/2011,KO,-0.4592508
07/2011,TDW,-0.008321
07/2011,ITW,-0.084215
07/2011,UNT,-0.0087497
07/2011,ADPI,-0.0005963
07/2011,DCI,-0.0205752
07/2011,LINC,-0.001155
07/2011,QCOM,-0.2839294
07/2011,VLGEA,-0.0008988
07/2011,CNX,-0.0327567
07/2011,BTUI,-0.0001983
07/2011,CHD,-0.0172782
07/2011,ZN,-0.0004512
07/2011,GPC,-0.0255147
07/2011,MTD,-0.0161633
07/2011,BAX,-0.1015009
07/2011,MRX,-0.0070254
07/2011,TLEO,-0.0045613
07/2011,PETD,-0.0021008
07/2011,VCI,-0.0044385
07/2011,BRC,-0.0070107
07/2011,QSFT,-0.005811
07/2011,ROCM,-0.0003302
07/2011,AOS,-0.0048867
07/2011,OCR,-0.0110232
07/2012,SFLY,-0.0227783
07/2012,PDO,-0.0004409
07/2012,DEL,-0.0159286
07/2012,AEPI,-0.004962
07/2012,DPZ,-0.0369446
07/2012,CVG,-0.0355699
07/2012,GPX,-0.0072077
07/2012,GTE,-0.0270064
07/2012,ASGN,-0.0171122
07/2012,TTGT,-0.0040959
07/2012,CECE,-0.0023783
07/2012,FNSR,-0.0282584
07/2012,AXTI,-0.0026377
07/2012,TIBX,-0.0999762
07/2012,ARDNA,-0.0055281
07/2012,BECN,-0.0244514
07/2012,PZZA,-0.0230321
07/2012,CTCT,-0.0112404
07/2012,AYI,-0.0444931
07/2012,SPRO,-0.0001905
07/2012,SMIT,-0.0002068
07/2012,GTLS,-0.0424461
07/2012,CCO,-0.00521
07/2012,SEM,-0.0294357
07/2012,AGX,-0.0039466
07/2012,AMRC,-0.0065235
07/2012,UA,-0.0800206
07/2012,MWIV,-0.0270207
07/2012,INVE,-0.0011605
07/2012,SWHC,-0.0111994
07/2012,AIMC,-0.0086488
07/2012,GV,-0.0011978
07/2012,BRID,-0.0014418
07/2012,ENSG,-0.0127207
07/2012,ALGT,-0.0276635
07/2012,TMS,-0.0026759
07/2012,NYT,-0.0237031
07/2012,OMPI,-0.0059268
07/2012,PIR,-0.0363208
07/2012,AMD,-0.0829502
07/2012,ANTP,-0.0001286
07/2012,VOXX,-0.0040662
07/2012,NKTR,-0.0191191
07/2012,ACY,-0.0003784
07/2012,CSV,-0.003135
07/2012,CROX,-0.0300699
07/2012,WWVY,-0.001502
07/2012,USAT,-0.000973
07/2012,SIMG,-0.007007
07/2012,PTGI,-0.0044453
07/2012,BCRX,-0.0041082
07/2012,PLUS,-0.0053813
07/2012,CXO,-0.1827618
07/2012,UPS,-1.179808
07/2012,EXP,-0.0348995
07/2012,APEI,-0.0117604
07/2012,SIRO,-0.0513493
07/2012,DDS,-0.0589369
07/2012,EAT,-0.0495889
07/2012,CIDM,-0.0014967
07/2012,SMRT,-0.00716
07/2012,ROCK,-0.0065471
07/2012,GERN,-0.0046329
07/2012,VOCS,-0.0075106
07/2012,FFEX,-0.0003992
07/2012,SBAC,-0.143068
07/2012,FLO,-0.0651653
07/2012,CAG,-0.2223105
07/2012,CSU,-0.0061608
07/2012,MYE,-0.0118709
07/2012,CMG,-0.2486311
07/2012,CPLA,-0.0094714
07/2012,SSI,-0.0116906
07/2012,TXT,-0.1438792
07/2012,THC,-0.0447573
07/2012,JOSB,0.0098972
07/2012,CACI,0.0122688
07/2012,ACU,0.0002648
